crop_type,state,year,month,avg_price_per_tonne,min_price_per_tonne,max_price_per_tonne
Maize,Punjab,2023,12,20229.07,18378.83,22996.96
Sugarcane,Punjab,2022,5,3703.17,3247.59,3909.47
Cotton,Punjab,2021,11,52755.04,47643.97,60333.86
Cotton,Maharashtra,2021,1,59764.76,52689.55,65784.47
Cotton,Punjab,2023,12,55878.03,47728.63,59500.84
Cotton,Karnataka,2023,3,66649.9,59683.25,73418.84
Rice,Madhya Pradesh,2021,7,20866.49,18756.57,23301.33
Maize,Maharashtra,2024,3,20797.36,18097.56,23237.79
Rice,Maharashtra,2021,5,19960.09,18902.03,21145.52
Maize,Uttar Pradesh,2023,6,18158.61,17011.24,19388.22
Cotton,Uttar Pradesh,2024,4,67417.25,61974.16,76438.46
Rice,Maharashtra,2021,7,19150.42,17229.97,21291.14
Cotton,Madhya Pradesh,2024,11,57433.64,53809.03,63582.54
Cotton,Madhya Pradesh,2020,6,62440.2,54420.85,69676.3
Rice,Madhya Pradesh,2021,8,20916.42,18602.78,23324.39
Maize,Punjab,2022,8,17042.35,16189.23,17976.63
Sugarcane,Uttar Pradesh,2022,3,3872.0,3669.56,4223.15
Sugarcane,Karnataka,2020,6,3766.24,3414.86,4232.67
Rice,Karnataka,2023,10,19785.95,18556.28,21574.88
Cotton,Madhya Pradesh,2023,10,57526.85,53545.11,64788.38
Rice,Uttar Pradesh,2020,6,19572.39,18198.04,21403.55
Wheat,Madhya Pradesh,2021,5,24782.94,22414.9,26036.36
Wheat,Karnataka,2024,9,21126.13,18642.93,22956.63
Maize,Madhya Pradesh,2024,10,19191.5,17058.48,21012.19
Cotton,Uttar Pradesh,2020,4,59824.52,52271.94,65048.71
Cotton,Maharashtra,2022,9,54015.54,49259.42,59219.91
Rice,Uttar Pradesh,2023,6,21809.82,19366.65,24783.23
Cotton,Madhya Pradesh,2024,8,47382.44,40396.57,51368.48
Cotton,Maharashtra,2024,2,66063.23,58665.44,72001.14
Maize,Madhya Pradesh,2021,6,20360.31,18543.98,22935.65
Rice,Punjab,2021,9,20799.75,19370.78,23333.42
Sugarcane,Madhya Pradesh,2020,9,3534.81,3090.65,4039.24
Cotton,Maharashtra,2021,11,53023.28,45389.35,60629.13
Rice,Karnataka,2020,2,22282.01,20022.33,23968.26
Maize,Karnataka,2021,4,20479.77,17991.22,22133.08
Rice,Karnataka,2021,12,21379.89,18838.48,23753.77
Rice,Uttar Pradesh,2020,10,20390.67,18792.35,21966.1
Maize,Maharashtra,2023,6,17115.76,14858.45,19137.33
Maize,Madhya Pradesh,2023,2,20921.38,18162.77,23066.16
Sugarcane,Maharashtra,2023,7,3219.76,2919.46,3463.36
Maize,Uttar Pradesh,2022,11,18071.8,17101.21,19849.24
Maize,Punjab,2023,12,18561.52,15857.87,20664.82
Cotton,Maharashtra,2023,2,63514.53,60030.14,70511.37
Wheat,Maharashtra,2022,10,20148.49,17585.76,21583.15
Maize,Punjab,2022,6,18396.53,16761.04,20072.51
Cotton,Uttar Pradesh,2022,9,48059.38,44601.63,51783.05
Sugarcane,Madhya Pradesh,2020,1,3847.74,3587.1,4203.17
Wheat,Karnataka,2021,6,22579.16,20600.91,24728.17
Rice,Punjab,2022,7,19658.99,17863.35,20972.24
Wheat,Karnataka,2023,11,22851.15,19918.75,24212.43
Sugarcane,Karnataka,2021,12,3782.41,3223.99,4214.35
Rice,Maharashtra,2022,6,20963.88,18305.55,22831.56
Rice,Maharashtra,2023,2,23942.57,21774.51,26329.09
Rice,Maharashtra,2024,8,17464.27,15592.45,19590.72
Maize,Punjab,2021,1,20753.21,19077.26,23848.04
Sugarcane,Karnataka,2023,6,3809.57,3342.58,4030.3
Maize,Madhya Pradesh,2020,12,20905.56,17948.8,23820.19
Sugarcane,Madhya Pradesh,2020,11,3489.21,3044.91,3787.54
Maize,Karnataka,2023,1,19120.72,16385.36,21069.24
Rice,Madhya Pradesh,2022,8,19963.17,18725.61,22260.69
Maize,Madhya Pradesh,2021,1,19011.69,17173.18,20578.89
Wheat,Madhya Pradesh,2024,4,27168.11,25793.78,30324.61
Cotton,Uttar Pradesh,2022,2,58827.15,53284.36,66066.72
Rice,Karnataka,2020,4,22330.96,20236.98,25585.98
Wheat,Uttar Pradesh,2024,1,23962.65,20788.32,26814.22
Maize,Punjab,2020,11,17594.42,15125.35,19266.54
Rice,Punjab,2020,11,17966.29,16629.89,19489.06
Rice,Madhya Pradesh,2022,7,21611.31,20373.37,23198.97
Maize,Uttar Pradesh,2021,8,17647.02,15704.64,18798.34
Sugarcane,Maharashtra,2021,5,3887.29,3506.71,4324.06
Cotton,Uttar Pradesh,2022,12,57589.72,49464.53,64818.79
Maize,Madhya Pradesh,2020,2,21243.74,19718.5,23811.57
Cotton,Maharashtra,2023,10,49817.57,42525.08,53818.56
Wheat,Maharashtra,2021,6,21135.41,18150.34,24172.48
Cotton,Maharashtra,2022,11,48589.11,43991.62,52503.08
Rice,Uttar Pradesh,2023,4,21497.97,19564.43,23681.47
Cotton,Karnataka,2020,4,57428.48,54094.14,63153.89
Cotton,Karnataka,2022,5,61440.03,54562.58,69906.31
Maize,Madhya Pradesh,2024,12,19351.0,18128.13,21878.1
Sugarcane,Maharashtra,2024,7,3208.08,2752.83,3497.76
Wheat,Madhya Pradesh,2022,3,27227.25,23615.62,30480.77
Cotton,Maharashtra,2023,7,52327.5,47832.42,59247.71
Rice,Punjab,2024,3,22430.88,19363.51,25486.0
Maize,Madhya Pradesh,2024,12,19417.48,17682.05,21873.42
Maize,Karnataka,2024,5,20769.99,18017.63,22852.32
Maize,Madhya Pradesh,2024,8,16797.84,14895.54,17752.25
Sugarcane,Maharashtra,2021,9,3096.59,2640.09,3293.27
Sugarcane,Maharashtra,2023,7,3334.91,3156.77,3645.89
Wheat,Uttar Pradesh,2024,7,22318.66,19666.79,24564.23
Maize,Madhya Pradesh,2020,7,17622.6,16108.51,18884.45
Rice,Punjab,2024,10,18489.22,16861.41,20615.85
Wheat,Punjab,2020,2,24148.57,20666.74,27758.46
Wheat,Karnataka,2024,1,26125.8,22357.89,29247.93
Rice,Maharashtra,2022,11,18386.6,16901.26,19420.46
Rice,Karnataka,2022,11,19837.53,17872.47,22806.61
Maize,Uttar Pradesh,2022,5,20049.24,17655.87,22302.57
Maize,Maharashtra,2020,11,18171.58,16403.56,19854.42
Sugarcane,Maharashtra,2021,2,3563.91,3160.39,3889.7
Cotton,Madhya Pradesh,2020,2,63926.09,59627.3,71812.1
Wheat,Maharashtra,2024,8,19460.58,16578.84,20939.22
Cotton,Maharashtra,2023,3,53374.63,49426.45,56775.18
Sugarcane,Uttar Pradesh,2020,10,3065.96,2609.78,3293.21
Cotton,Madhya Pradesh,2021,10,54760.05,51889.93,61887.27
Wheat,Madhya Pradesh,2020,10,21685.48,18670.63,23958.03
Rice,Uttar Pradesh,2022,3,23459.29,21006.33,26613.06
Cotton,Punjab,2020,1,58829.91,50888.16,63681.47
Wheat,Maharashtra,2024,11,19873.41,18357.78,21813.09
Sugarcane,Uttar Pradesh,2021,4,3715.15,3328.57,4192.55
Cotton,Uttar Pradesh,2021,2,57716.37,54207.7,66116.03
Maize,Maharashtra,2021,4,18956.68,17417.65,20734.06
Wheat,Maharashtra,2022,8,21238.64,18593.73,24086.47
Maize,Karnataka,2021,3,22929.58,21002.01,26128.53
Maize,Karnataka,2020,8,16882.48,15424.96,18763.08
Rice,Punjab,2022,11,19412.0,16791.71,21814.11
Sugarcane,Punjab,2023,12,3438.15,3098.54,3843.93
Cotton,Uttar Pradesh,2020,4,61149.03,52412.4,64280.52
Maize,Madhya Pradesh,2021,10,17922.66,16948.57,20140.6
Cotton,Maharashtra,2024,6,51295.4,45394.91,57833.79
Sugarcane,Karnataka,2020,9,3168.97,2903.21,3386.11
Rice,Karnataka,2024,1,23445.7,20550.26,24667.09
Cotton,Punjab,2022,3,63687.12,54657.38,73035.5
Cotton,Maharashtra,2024,12,57739.13,52685.01,62831.37
Sugarcane,Uttar Pradesh,2022,10,3192.33,2779.14,3390.7
Cotton,Maharashtra,2023,11,55902.53,51116.74,61662.18
Cotton,Uttar Pradesh,2023,6,58729.63,50166.56,67354.01
Cotton,Maharashtra,2021,6,53230.32,50462.19,59095.67
Sugarcane,Karnataka,2023,11,3686.87,3348.57,4147.02
Sugarcane,Karnataka,2023,7,3618.7,3122.25,3922.04
Maize,Punjab,2024,7,18407.26,17354.52,19741.08
Cotton,Maharashtra,2024,1,54876.77,49056.57,60984.22
Rice,Madhya Pradesh,2020,6,19633.64,18540.2,21087.89
Maize,Uttar Pradesh,2024,11,17584.87,16506.79,19599.76
Maize,Punjab,2021,12,18110.87,15912.04,20494.16
Cotton,Karnataka,2022,11,54925.42,50833.71,60201.22
Sugarcane,Uttar Pradesh,2022,9,3325.45,3106.63,3733.98
Maize,Punjab,2023,8,17366.57,15069.72,19181.42
Rice,Madhya Pradesh,2022,3,24933.47,23648.57,28517.38
Cotton,Maharashtra,2021,11,53349.14,49709.58,57155.66
Sugarcane,Karnataka,2020,9,3225.01,2904.4,3657.39
Sugarcane,Uttar Pradesh,2020,1,3876.05,3523.46,4266.9
Maize,Maharashtra,2023,2,21090.84,18554.77,23337.06
Maize,Punjab,2022,6,19038.01,17393.68,21438.93
Sugarcane,Punjab,2020,9,3279.7,2840.24,3595.06
Sugarcane,Uttar Pradesh,2020,7,3421.42,3181.94,3662.3
Maize,Maharashtra,2021,12,17234.53,15606.01,19359.67
Cotton,Punjab,2022,4,57669.72,51068.75,65073.31
Cotton,Maharashtra,2021,9,50722.66,45925.45,53285.32
Maize,Maharashtra,2022,1,18193.59,17207.63,19772.69
Wheat,Punjab,2023,4,25096.47,22152.48,26724.95
Cotton,Punjab,2020,11,55281.55,52497.21,60081.7
Sugarcane,Punjab,2020,12,3504.75,3136.26,3933.06
Wheat,Uttar Pradesh,2021,4,25108.62,22325.39,27400.09
Wheat,Madhya Pradesh,2020,9,22409.85,20607.24,23537.55
Sugarcane,Punjab,2021,10,2993.84,2782.53,3171.37
Maize,Punjab,2022,5,20414.33,18552.96,22416.92
Sugarcane,Karnataka,2020,1,3796.76,3447.45,4199.78
Maize,Maharashtra,2020,7,17266.1,15644.23,19171.39
Maize,Uttar Pradesh,2023,12,19641.66,17225.38,22244.28
Sugarcane,Punjab,2021,7,3495.19,3145.06,3696.88
Wheat,Madhya Pradesh,2021,2,25630.47,23797.63,28725.81
Wheat,Karnataka,2021,12,22821.45,21197.97,25143.01
Sugarcane,Uttar Pradesh,2020,8,3124.97,2758.78,3416.85
Rice,Punjab,2022,8,18439.65,15837.08,19768.43
Cotton,Maharashtra,2021,12,59161.99,56194.11,67640.57
Wheat,Punjab,2022,8,21190.53,19373.58,23142.7
Wheat,Madhya Pradesh,2024,2,27160.81,23408.1,29632.19
Maize,Punjab,2023,1,19801.89,18494.57,21552.05
Cotton,Madhya Pradesh,2020,4,69726.8,60554.07,75738.89
Maize,Uttar Pradesh,2024,2,21730.12,19197.5,22873.55
Rice,Madhya Pradesh,2023,9,19580.89,17228.69,22401.87
Wheat,Karnataka,2020,6,21374.72,18722.75,23361.84
Maize,Madhya Pradesh,2021,10,18218.69,16320.64,20009.53
Sugarcane,Punjab,2020,2,3785.95,3268.59,4005.76
Rice,Maharashtra,2024,12,19972.49,17849.12,22428.12
Rice,Punjab,2021,7,21152.25,19598.64,22545.99
Maize,Karnataka,2020,1,19135.45,17702.92,21349.34
Wheat,Uttar Pradesh,2022,5,24355.97,23032.5,25741.72
Cotton,Uttar Pradesh,2023,1,59784.58,52381.49,64250.36
Maize,Punjab,2023,10,16586.67,15601.84,17829.92
Wheat,Maharashtra,2023,1,24104.94,21573.29,27182.44
Maize,Karnataka,2024,8,16704.76,14308.24,18354.47
Sugarcane,Punjab,2020,3,3502.76,3099.01,3993.09
Wheat,Karnataka,2021,1,25458.45,21695.24,28421.28
Rice,Maharashtra,2023,11,19066.99,17993.18,20119.98
Sugarcane,Karnataka,2024,10,3478.99,3102.84,3743.45
Maize,Madhya Pradesh,2020,9,18210.84,15839.97,20150.9
Rice,Karnataka,2023,3,22065.71,19779.55,25313.79
Wheat,Punjab,2020,8,18719.99,16125.58,19939.12
Rice,Karnataka,2021,3,24484.74,21363.71,26323.46
Wheat,Karnataka,2022,8,21521.05,19419.28,22844.1
Rice,Madhya Pradesh,2023,7,21668.64,20282.15,24318.31
Maize,Punjab,2024,2,20108.82,18185.49,21278.6
Maize,Uttar Pradesh,2020,12,18389.67,16474.02,20200.49
Wheat,Uttar Pradesh,2022,1,24504.22,21961.41,26738.43
Cotton,Punjab,2022,4,63444.22,58057.64,70076.88
Wheat,Uttar Pradesh,2020,2,24884.34,23158.37,27271.35
Wheat,Karnataka,2023,11,21353.2,18261.16,24099.82
Rice,Madhya Pradesh,2023,8,19083.42,16535.22,20667.75
Sugarcane,Punjab,2020,1,3608.64,3340.43,3976.5
Sugarcane,Uttar Pradesh,2022,7,3514.54,3296.49,3996.24
Maize,Karnataka,2024,9,16944.88,14807.79,18556.74
Maize,Uttar Pradesh,2022,7,18578.8,16792.82,20432.62
Wheat,Karnataka,2024,7,22068.38,18990.89,24621.21
Wheat,Madhya Pradesh,2023,8,21233.33,19695.21,24342.9
Sugarcane,Uttar Pradesh,2022,1,4022.98,3501.51,4434.66
Maize,Uttar Pradesh,2020,6,19547.31,17744.25,21765.11
Sugarcane,Uttar Pradesh,2023,4,3838.31,3568.83,4182.21
Sugarcane,Punjab,2020,2,3891.05,3368.85,4356.38
Cotton,Uttar Pradesh,2024,5,62405.13,57994.72,67502.14
Wheat,Punjab,2022,7,20949.75,18193.23,23870.12
Rice,Madhya Pradesh,2020,12,21196.35,19403.76,22578.57
Sugarcane,Madhya Pradesh,2020,1,4329.94,3716.59,4928.52
Cotton,Punjab,2024,12,53164.28,49461.94,58508.39
Wheat,Karnataka,2023,2,25251.97,23949.25,28201.2
Sugarcane,Maharashtra,2024,3,3929.17,3589.17,4190.83
Rice,Karnataka,2022,3,23132.86,20038.22,24318.67
Rice,Maharashtra,2024,12,20985.73,19012.56,23141.8
Maize,Maharashtra,2023,8,16962.82,14553.09,19051.79
Sugarcane,Uttar Pradesh,2024,9,3333.01,2895.52,3785.69
Maize,Punjab,2022,10,16921.59,15585.2,18299.6
Rice,Punjab,2022,7,20697.6,18568.16,23433.07
Rice,Uttar Pradesh,2022,9,16598.15,14928.73,18802.8
Rice,Madhya Pradesh,2022,8,19121.56,16894.3,20409.9
Maize,Madhya Pradesh,2023,5,21168.56,18206.31,22734.77
Wheat,Maharashtra,2023,4,24506.66,21178.59,26584.68
Sugarcane,Punjab,2020,1,4031.19,3689.0,4483.06
Sugarcane,Karnataka,2023,3,4024.59,3562.72,4564.47
Cotton,Maharashtra,2021,12,56110.26,51251.91,59624.25
Sugarcane,Punjab,2023,5,3744.27,3435.81,4053.21
Cotton,Karnataka,2024,3,62852.3,54523.63,71373.42
Maize,Uttar Pradesh,2022,6,18901.04,16495.28,21428.19
Rice,Madhya Pradesh,2024,5,23551.3,21653.42,25936.23
Maize,Punjab,2024,6,17148.62,15099.89,18370.71
Sugarcane,Punjab,2022,4,3969.1,3719.52,4471.61
Cotton,Uttar Pradesh,2024,11,54833.85,50932.13,61221.91
Cotton,Punjab,2020,2,62085.4,56936.86,68669.19
Sugarcane,Uttar Pradesh,2022,12,3597.78,3098.04,3938.51
Rice,Madhya Pradesh,2020,11,21627.08,19565.26,23531.13
Maize,Uttar Pradesh,2020,9,16739.66,15863.84,17761.99
Maize,Uttar Pradesh,2023,11,17302.2,15987.07,19755.78
Sugarcane,Punjab,2020,12,3554.16,3120.57,4036.94
Maize,Punjab,2020,10,17231.77,15946.21,19480.36
Rice,Maharashtra,2023,1,20740.45,17666.73,23774.38
Maize,Madhya Pradesh,2024,6,18598.11,17350.91,20051.59
Wheat,Maharashtra,2022,5,24294.58,22770.71,25782.82
Cotton,Maharashtra,2023,9,50510.04,43421.13,54257.35
Wheat,Maharashtra,2022,9,21822.0,18575.77,23936.05
Wheat,Punjab,2020,8,21376.58,18805.49,23086.53
Wheat,Madhya Pradesh,2021,1,23170.06,21416.53,24440.11
Rice,Uttar Pradesh,2022,2,23551.64,22120.41,25165.7
Maize,Maharashtra,2023,12,19539.55,16762.92,20984.52
Rice,Karnataka,2020,11,20210.05,17307.16,22900.76
Maize,Uttar Pradesh,2023,2,21386.89,19459.89,22702.04
Maize,Uttar Pradesh,2021,2,21218.88,19901.14,23493.06
Sugarcane,Maharashtra,2021,7,3412.69,3077.37,3730.22
Sugarcane,Karnataka,2021,7,3410.04,3162.43,3785.8
Cotton,Maharashtra,2023,8,45202.62,42456.67,49466.94
Cotton,Punjab,2022,12,60533.77,55035.47,67813.77
Cotton,Maharashtra,2024,2,63379.15,55377.11,69795.43
Maize,Punjab,2021,10,16548.52,14873.26,18455.28
Rice,Punjab,2024,7,18536.75,17518.21,20577.0
Wheat,Karnataka,2020,7,22201.96,20279.5,23469.54
Cotton,Madhya Pradesh,2023,12,64061.39,56081.85,69582.54
Cotton,Karnataka,2023,3,62447.64,53954.91,67298.66
Sugarcane,Madhya Pradesh,2021,12,3773.52,3574.1,4087.23
Rice,Maharashtra,2024,8,16861.63,15362.26,18177.99
Cotton,Madhya Pradesh,2023,5,62141.46,54106.52,68458.59
Wheat,Madhya Pradesh,2022,8,21362.19,19872.36,23652.32
Sugarcane,Maharashtra,2023,10,3065.26,2762.62,3308.48
Sugarcane,Maharashtra,2021,5,3646.98,3131.7,4054.37
Rice,Uttar Pradesh,2020,12,21471.34,18495.07,23286.15
Maize,Madhya Pradesh,2023,8,18724.85,16840.28,20976.06
Wheat,Madhya Pradesh,2023,7,22595.44,21449.44,24022.32
Maize,Karnataka,2020,12,18442.43,16454.02,20122.57
Sugarcane,Punjab,2021,2,3614.27,3400.16,4053.05
Wheat,Karnataka,2024,6,21580.69,20121.38,24720.81
Rice,Punjab,2020,3,23335.04,21751.05,24505.44
Sugarcane,Karnataka,2022,6,3625.46,3175.04,3828.31
Maize,Madhya Pradesh,2024,7,18600.11,16933.16,20807.18
Wheat,Madhya Pradesh,2022,7,22276.62,19951.47,24212.58
Sugarcane,Punjab,2022,10,3104.87,2676.72,3390.19
Sugarcane,Punjab,2021,11,3368.53,2890.26,3656.46
Wheat,Madhya Pradesh,2024,6,23844.54,22513.36,26630.95
Maize,Punjab,2023,8,15788.62,14357.64,16594.05
Maize,Karnataka,2021,7,19395.84,17720.23,22137.03
Rice,Punjab,2020,2,23119.83,21325.67,24554.55
Wheat,Punjab,2020,8,20812.48,19568.84,21991.39
Cotton,Karnataka,2023,10,50105.82,42648.6,54725.75
Cotton,Madhya Pradesh,2021,8,54554.35,47980.77,59933.41
Rice,Punjab,2024,12,19851.28,17117.77,21952.82
Maize,Madhya Pradesh,2020,6,19523.56,17265.01,21923.34
Rice,Karnataka,2021,7,21109.46,19404.86,23072.49
Sugarcane,Maharashtra,2020,9,3224.76,2958.06,3474.8
Cotton,Maharashtra,2021,4,62514.74,55928.31,70631.53
Maize,Maharashtra,2023,11,16496.44,15378.68,18735.93
Cotton,Madhya Pradesh,2021,10,53886.46,47521.75,59718.05
Cotton,Uttar Pradesh,2023,12,59429.72,52721.13,65973.37
Rice,Uttar Pradesh,2024,11,20792.55,18452.46,22179.12
Cotton,Maharashtra,2020,12,58098.44,51884.98,61831.81
Wheat,Maharashtra,2023,1,22761.16,19698.55,23957.14
Sugarcane,Uttar Pradesh,2023,2,4091.67,3742.17,4556.85
Rice,Karnataka,2022,2,22473.81,20023.33,24296.92
Maize,Karnataka,2023,7,17937.7,16461.64,19921.21
Maize,Punjab,2023,10,15659.06,14857.37,17152.94
Maize,Punjab,2021,12,17826.78,16379.73,18968.68
Cotton,Uttar Pradesh,2022,6,55896.94,50337.74,64080.35
Sugarcane,Karnataka,2021,2,4028.77,3579.24,4245.92
Wheat,Madhya Pradesh,2021,5,24850.8,21520.85,26151.37
Sugarcane,Karnataka,2021,3,4016.25,3717.53,4401.22
Cotton,Karnataka,2020,8,54793.6,47210.93,62771.1
Cotton,Maharashtra,2022,11,51437.43,45336.78,58579.02
Cotton,Uttar Pradesh,2024,10,55472.43,52610.13,59845.91
Cotton,Uttar Pradesh,2023,11,55356.52,52373.55,60280.38
Cotton,Uttar Pradesh,2020,11,50020.09,45225.2,53292.13
Cotton,Uttar Pradesh,2024,2,59055.05,53466.74,65206.84
Cotton,Punjab,2021,7,55049.64,49216.81,59466.46
Sugarcane,Punjab,2021,5,3836.15,3360.21,4102.62
Sugarcane,Punjab,2022,12,3540.57,3105.17,4059.77
Rice,Karnataka,2021,10,18891.94,17111.77,20492.61
Rice,Uttar Pradesh,2022,2,21528.59,19255.27,23953.21
Wheat,Maharashtra,2021,2,24168.43,21724.75,26347.89
Maize,Punjab,2021,9,17514.86,15974.71,18743.2
Wheat,Maharashtra,2022,8,22248.93,19790.73,23449.17
Cotton,Madhya Pradesh,2021,5,69641.94,60781.74,79837.72
Sugarcane,Madhya Pradesh,2023,4,3844.34,3617.31,4314.17
Maize,Karnataka,2022,6,20057.21,17310.68,22645.61
Cotton,Uttar Pradesh,2022,1,60329.45,52033.07,68137.35
Wheat,Uttar Pradesh,2022,8,21582.26,20382.38,22982.51
Maize,Maharashtra,2021,11,16767.35,15028.03,19250.57
Sugarcane,Punjab,2020,9,3410.06,3099.31,3708.55
Sugarcane,Karnataka,2024,9,3330.01,2925.67,3564.18
Maize,Punjab,2020,2,19413.93,17494.43,21340.42
Rice,Punjab,2021,4,23541.13,21368.94,26755.85
Maize,Madhya Pradesh,2023,10,17707.04,16516.28,19946.14
Cotton,Karnataka,2023,4,64134.2,58192.35,73472.44
Rice,Karnataka,2024,4,22838.64,21363.18,24983.53
Wheat,Uttar Pradesh,2021,3,25001.6,23368.92,28484.55
Sugarcane,Karnataka,2022,6,3813.87,3480.76,4357.87
Sugarcane,Karnataka,2024,6,3195.43,2722.22,3507.57
Rice,Maharashtra,2021,4,22856.16,21010.6,24306.24
Maize,Karnataka,2023,1,20886.77,18379.1,22680.35
Sugarcane,Uttar Pradesh,2022,1,3712.32,3233.69,4253.37
Rice,Punjab,2020,8,19495.7,16588.62,22415.81
Wheat,Punjab,2020,3,25732.44,22630.7,27055.9
Cotton,Madhya Pradesh,2021,6,60810.98,56176.39,68924.04
Sugarcane,Madhya Pradesh,2023,1,3856.74,3568.81,4346.13
Cotton,Maharashtra,2020,3,61687.79,56497.01,69498.18
Maize,Uttar Pradesh,2024,4,20657.5,17741.91,22697.69
Wheat,Uttar Pradesh,2022,8,22075.7,18935.76,24079.16
Cotton,Madhya Pradesh,2023,1,60513.26,53547.1,64210.61
Wheat,Maharashtra,2021,8,19935.77,18556.68,22821.85
Rice,Madhya Pradesh,2024,1,20786.39,17828.2,22866.33
Sugarcane,Karnataka,2023,1,3932.83,3655.37,4407.56
Rice,Karnataka,2021,8,17756.47,15505.63,19143.26
Cotton,Punjab,2022,1,56807.51,52850.77,64926.6
Cotton,Madhya Pradesh,2020,1,64651.06,57031.9,70963.83
Wheat,Punjab,2022,2,24170.15,21090.94,26926.7
Sugarcane,Maharashtra,2022,12,3510.49,3109.53,3913.43
Rice,Maharashtra,2020,8,18545.33,15991.49,21120.64
Cotton,Maharashtra,2020,11,43946.34,39929.05,48889.35
Wheat,Karnataka,2024,12,23522.23,20162.73,26304.01
Rice,Maharashtra,2022,9,18807.12,17533.0,21259.49
Maize,Uttar Pradesh,2023,6,17843.81,16153.11,19664.18
Wheat,Karnataka,2024,6,23751.66,20833.55,26118.98
Maize,Karnataka,2022,7,17667.93,15519.99,18787.77
Sugarcane,Punjab,2023,7,3299.78,3051.85,3569.57
Rice,Karnataka,2020,6,21352.35,18149.79,23511.35
Cotton,Maharashtra,2022,10,49335.15,46075.77,51820.75
Sugarcane,Karnataka,2023,3,4108.16,3593.34,4617.94
Rice,Madhya Pradesh,2021,10,19071.27,16897.59,20540.51
Sugarcane,Karnataka,2021,12,3656.85,3416.49,3954.28
Sugarcane,Karnataka,2021,9,3384.95,3024.05,3862.21
Sugarcane,Maharashtra,2021,4,3836.99,3406.22,4398.76
Sugarcane,Karnataka,2022,5,3941.94,3545.31,4291.85
Rice,Karnataka,2021,4,22453.22,20505.88,25156.27
Maize,Uttar Pradesh,2020,10,17967.66,17008.27,20233.45
Sugarcane,Madhya Pradesh,2023,4,4323.68,4086.21,4843.62
Cotton,Uttar Pradesh,2020,9,49781.46,46206.27,55477.2
Wheat,Karnataka,2024,7,21806.32,18640.45,23681.77
Cotton,Karnataka,2022,9,52471.45,46871.33,57496.64
Wheat,Punjab,2024,1,24223.33,21095.81,26327.63
Rice,Punjab,2021,4,21658.55,20072.21,23643.57
Maize,Punjab,2020,3,20063.0,18703.09,22772.2
Maize,Uttar Pradesh,2023,5,20215.99,18138.36,23006.11
Rice,Uttar Pradesh,2021,11,18621.17,16229.73,20814.4
Sugarcane,Punjab,2021,8,2988.92,2581.41,3333.14
Rice,Madhya Pradesh,2020,6,22417.89,20710.99,24246.35
Cotton,Madhya Pradesh,2024,10,50984.93,46973.47,54549.87
Sugarcane,Maharashtra,2024,1,3962.47,3720.84,4274.48
Wheat,Uttar Pradesh,2023,12,22281.47,19187.72,24544.96
Maize,Madhya Pradesh,2022,3,21237.49,18620.17,24073.71
Cotton,Madhya Pradesh,2023,9,52831.35,47510.52,57608.83
Rice,Punjab,2024,6,19405.65,17525.12,21530.82
Wheat,Madhya Pradesh,2024,2,25796.49,24412.51,28425.24
Wheat,Karnataka,2023,3,25362.82,23276.84,27421.94
Rice,Uttar Pradesh,2022,6,21515.38,19409.66,24691.08
Rice,Karnataka,2021,3,24038.19,20734.26,25280.84
Wheat,Punjab,2022,5,24302.15,20948.96,26162.68
Sugarcane,Punjab,2022,8,3364.4,2865.65,3631.3
Maize,Maharashtra,2024,11,17191.67,15211.35,18690.34
Rice,Karnataka,2020,8,20913.05,17778.92,22585.68
Maize,Madhya Pradesh,2021,3,21532.28,20126.35,22659.7
Wheat,Maharashtra,2022,12,22055.98,20729.45,24886.2
Wheat,Punjab,2024,4,24137.84,21477.86,26075.91
Rice,Uttar Pradesh,2024,5,23329.86,19983.65,25028.82
Maize,Madhya Pradesh,2020,12,19347.07,17891.1,21231.11
Maize,Uttar Pradesh,2022,4,18862.33,16142.09,21612.06
Wheat,Punjab,2022,1,23584.98,22317.92,24942.54
Sugarcane,Uttar Pradesh,2024,8,3365.14,2983.43,3609.24
Cotton,Maharashtra,2021,2,58731.35,53577.17,66256.73
Rice,Madhya Pradesh,2024,9,19122.28,17359.78,20359.42
Wheat,Uttar Pradesh,2022,2,25409.51,22584.39,28392.92
Rice,Uttar Pradesh,2023,9,19860.15,17397.3,21538.71
Sugarcane,Karnataka,2023,5,3854.55,3457.53,4390.39
Sugarcane,Karnataka,2021,3,4162.61,3832.82,4396.63
Sugarcane,Uttar Pradesh,2024,6,3493.85,3016.69,4003.23
Wheat,Madhya Pradesh,2024,5,27246.49,24602.65,29267.89
Rice,Punjab,2023,7,21403.61,18356.25,23061.76
Cotton,Karnataka,2024,9,52488.7,48851.05,57525.86
Rice,Punjab,2020,8,16421.45,14030.32,17514.71
Maize,Uttar Pradesh,2023,8,18478.89,16530.37,19789.39
Maize,Maharashtra,2023,12,17613.68,16663.65,18841.22
Sugarcane,Maharashtra,2023,12,3603.0,3405.35,4141.58
Sugarcane,Punjab,2022,1,3468.83,3100.09,3848.17
Wheat,Punjab,2021,5,24070.39,20635.74,26771.91
Cotton,Karnataka,2021,2,64520.12,59728.28,68789.23
Sugarcane,Maharashtra,2022,9,3153.35,2830.73,3537.53
Sugarcane,Madhya Pradesh,2023,6,3905.96,3580.44,4164.81
Cotton,Madhya Pradesh,2024,9,49903.5,45237.95,56249.36
