farmer_id,crop_type,season,state,land_area_hectare,annual_rainfall_mm,fertilizer_used_kg,pesticide_used_liters,total_production_tonnes,yield_tonnes_per_hectare
F0119,Maize,Zaid,Karnataka,0.72,1070.37,323.19,29.6,2.56,3.55
F0018,Cotton,Zaid,Karnataka,6.15,896.12,494.5,11.14,18.34,2.98
F0333,Wheat,Rabi,Uttar Pradesh,7.1,785.18,242.69,37.29,21.93,3.09
F0172,Rice,Rabi,Karnataka,3.1,395.3,88.55,45.24,6.61,2.13
F0442,Cotton,Zaid,Karnataka,2.32,688.05,152.0,20.97,5.48,2.36
F0008,Sugarcane,Kharif,Karnataka,1.14,1260.43,155.17,29.3,4.19,3.68
F0400,Wheat,Kharif,Madhya Pradesh,8.86,1081.05,289.83,19.6,39.14,4.42
F0244,Maize,Zaid,Punjab,9.94,1094.21,301.0,37.88,32.22,3.24
F0097,Rice,Rabi,Punjab,4.92,372.17,303.03,48.09,9.56,1.94
F0027,Wheat,Kharif,Madhya Pradesh,2.41,942.99,93.5,25.27,6.1,2.53
F0179,Sugarcane,Rabi,Maharashtra,7.68,717.09,349.21,40.8,17.38,2.26
F0208,Rice,Kharif,Punjab,9.93,1412.4,292.98,42.89,45.9,4.62
F0333,Maize,Zaid,Karnataka,5.45,1048.3,90.11,38.99,18.27,3.35
F0198,Sugarcane,Kharif,Madhya Pradesh,7.93,1150.49,66.27,18.64,27.67,3.49
F0404,Sugarcane,Zaid,Uttar Pradesh,3.0,732.16,89.44,47.16,4.23,1.41
F0110,Cotton,Kharif,Punjab,4.27,836.64,320.27,28.21,14.42,3.38
F0214,Maize,Rabi,Karnataka,9.23,896.36,496.47,43.31,33.96,3.68
F0016,Wheat,Zaid,Karnataka,4.12,1353.57,440.63,41.27,19.99,4.85
F0185,Cotton,Rabi,Uttar Pradesh,8.01,665.61,86.41,23.13,19.34,2.41
F0125,Cotton,Zaid,Madhya Pradesh,3.79,1470.73,338.44,42.01,17.43,4.6
F0146,Rice,Zaid,Karnataka,1.76,1334.42,465.24,26.92,9.86,5.6
F0174,Maize,Rabi,Karnataka,2.16,903.08,229.4,11.59,7.42,3.44
F0337,Rice,Kharif,Madhya Pradesh,3.99,381.81,61.62,11.08,5.13,1.29
F0266,Maize,Kharif,Punjab,9.68,819.0,190.32,27.78,29.76,3.07
F0057,Cotton,Kharif,Karnataka,4.68,426.8,338.37,14.72,12.67,2.71
F0367,Rice,Zaid,Madhya Pradesh,1.94,373.62,401.34,25.69,4.86,2.51
F0449,Sugarcane,Kharif,Maharashtra,1.05,1493.84,76.0,36.28,4.51,4.29
F0173,Maize,Zaid,Madhya Pradesh,7.08,374.75,279.24,49.85,10.49,1.48
F0154,Maize,Rabi,Madhya Pradesh,8.23,1038.26,187.81,33.08,17.94,2.18
F0205,Cotton,Zaid,Uttar Pradesh,1.74,1363.93,252.4,13.76,8.79,5.05
F0138,Sugarcane,Zaid,Maharashtra,3.99,796.96,422.39,38.01,11.61,2.91
F0001,Rice,Zaid,Punjab,0.68,611.78,392.13,11.17,0.89,1.31
F0315,Rice,Zaid,Karnataka,5.59,558.24,55.45,15.85,9.85,1.76
F0121,Maize,Kharif,Punjab,1.54,957.55,254.47,43.0,5.59,3.63
F0463,Rice,Kharif,Maharashtra,1.43,885.89,117.52,19.61,3.98,2.79
F0326,Sugarcane,Rabi,Maharashtra,4.07,773.37,256.75,40.33,14.85,3.65
F0248,Maize,Kharif,Karnataka,8.97,1446.4,404.11,19.19,43.28,4.83
F0494,Wheat,Kharif,Maharashtra,2.92,1309.05,67.29,45.58,14.39,4.93
F0177,Wheat,Kharif,Uttar Pradesh,4.88,1064.64,346.71,45.28,21.93,4.49
F0352,Cotton,Kharif,Maharashtra,1.13,922.09,117.58,38.18,4.23,3.74
F0281,Sugarcane,Kharif,Madhya Pradesh,5.37,1116.27,68.75,8.82,17.69,3.29
F0407,Rice,Zaid,Punjab,1.18,314.53,480.43,38.19,2.31,1.96
F0096,Cotton,Rabi,Madhya Pradesh,3.86,655.84,207.37,39.86,7.02,1.82
F0042,Maize,Zaid,Maharashtra,2.15,418.07,347.14,39.4,4.68,2.18
F0223,Cotton,Zaid,Uttar Pradesh,3.02,325.13,86.98,48.55,4.83,1.6
F0143,Maize,Rabi,Punjab,6.43,758.33,142.56,10.46,13.96,2.17
F0230,Wheat,Zaid,Maharashtra,6.34,1229.56,339.76,28.86,25.47,4.02
F0459,Rice,Rabi,Punjab,9.81,1022.26,312.09,38.66,40.38,4.12
F0347,Sugarcane,Kharif,Karnataka,8.21,1087.77,107.64,20.22,24.1,2.94
F0054,Cotton,Zaid,Karnataka,4.67,1035.53,474.38,15.83,14.27,3.06
F0355,Wheat,Zaid,Maharashtra,1.65,536.96,449.12,34.06,4.79,2.91
F0344,Wheat,Rabi,Karnataka,8.68,1315.82,463.52,16.35,39.64,4.57
F0064,Sugarcane,Rabi,Uttar Pradesh,7.67,852.65,428.9,37.78,28.45,3.71
F0071,Rice,Kharif,Madhya Pradesh,2.19,954.03,493.1,47.18,9.61,4.39
F0199,Maize,Zaid,Karnataka,0.91,497.78,109.28,37.67,1.28,1.41
F0292,Maize,Rabi,Maharashtra,5.31,1308.84,379.76,29.4,26.28,4.95
F0122,Sugarcane,Rabi,Uttar Pradesh,6.11,910.03,183.9,30.43,21.04,3.44
F0071,Wheat,Kharif,Madhya Pradesh,6.54,1213.35,122.03,25.77,26.48,4.05
F0235,Rice,Zaid,Uttar Pradesh,0.59,596.01,376.91,49.63,1.41,2.39
F0403,Maize,Rabi,Madhya Pradesh,8.1,544.84,299.79,37.99,14.34,1.77
F0257,Cotton,Kharif,Karnataka,6.35,525.63,209.92,40.27,12.0,1.89
F0306,Maize,Zaid,Karnataka,7.73,342.37,385.58,14.11,13.85,1.79
F0076,Cotton,Rabi,Karnataka,9.6,741.53,197.12,11.7,28.5,2.97
F0291,Rice,Kharif,Karnataka,9.97,741.97,251.87,37.49,24.98,2.51
F0210,Maize,Kharif,Karnataka,8.92,1011.65,226.19,23.57,24.09,2.7
F0368,Sugarcane,Zaid,Punjab,8.04,411.59,314.69,26.64,19.85,2.47
F0169,Wheat,Zaid,Madhya Pradesh,6.6,377.82,310.99,30.27,18.19,2.76
F0031,Sugarcane,Zaid,Maharashtra,6.93,1265.99,171.42,42.13,32.59,4.7
F0404,Rice,Kharif,Karnataka,5.23,392.47,76.35,20.04,8.67,1.66
F0392,Sugarcane,Kharif,Uttar Pradesh,7.99,920.72,248.09,11.64,29.76,3.72
F0224,Rice,Zaid,Karnataka,3.62,820.82,89.87,14.93,12.25,3.38
F0294,Rice,Rabi,Maharashtra,9.98,1419.74,339.15,23.96,52.19,5.23
F0089,Wheat,Rabi,Maharashtra,6.54,1242.78,103.25,23.45,24.36,3.73
F0025,Wheat,Zaid,Maharashtra,5.93,1005.32,133.01,21.3,22.56,3.81
F0031,Sugarcane,Rabi,Maharashtra,3.68,331.44,60.89,42.43,4.21,1.14
F0184,Rice,Zaid,Karnataka,3.34,1428.82,166.68,24.33,12.4,3.71
F0350,Cotton,Rabi,Uttar Pradesh,8.79,1310.32,133.75,41.12,31.4,3.57
F0250,Sugarcane,Rabi,Uttar Pradesh,1.77,396.72,377.57,27.34,1.77,1.0
F0126,Sugarcane,Zaid,Karnataka,4.65,1175.41,394.48,12.15,17.69,3.8
F0162,Rice,Rabi,Punjab,7.64,1088.35,480.48,8.1,33.38,4.37
F0123,Sugarcane,Rabi,Maharashtra,1.04,638.62,167.77,16.11,2.21,2.12
F0246,Maize,Zaid,Punjab,3.08,1211.28,252.38,39.95,13.19,4.28
F0261,Wheat,Rabi,Uttar Pradesh,1.12,885.09,65.13,7.82,1.75,1.57
F0011,Maize,Zaid,Punjab,3.8,1379.8,59.82,34.87,17.73,4.67
F0198,Maize,Zaid,Madhya Pradesh,9.65,972.2,471.57,7.35,29.64,3.07
F0418,Wheat,Kharif,Punjab,7.44,1477.56,165.44,34.44,33.22,4.46
F0313,Maize,Kharif,Karnataka,2.38,978.4,258.77,48.74,6.18,2.6
F0408,Sugarcane,Kharif,Karnataka,1.58,481.5,151.39,16.29,3.66,2.31
F0218,Sugarcane,Kharif,Uttar Pradesh,8.58,973.47,285.53,10.16,31.71,3.7
F0350,Rice,Zaid,Punjab,1.14,1149.4,294.59,8.68,4.99,4.38
F0175,Sugarcane,Kharif,Madhya Pradesh,4.85,881.64,124.6,47.56,14.86,3.06
F0099,Cotton,Zaid,Uttar Pradesh,4.89,794.12,342.94,29.54,17.07,3.49
F0057,Sugarcane,Zaid,Punjab,1.09,915.0,412.88,25.67,3.51,3.22
F0277,Rice,Rabi,Uttar Pradesh,2.06,696.26,390.54,28.37,5.03,2.44
F0098,Sugarcane,Zaid,Maharashtra,2.45,1353.4,445.81,44.18,11.67,4.76
F0001,Maize,Zaid,Karnataka,9.86,1226.41,62.23,7.93,29.72,3.01
F0425,Wheat,Kharif,Uttar Pradesh,4.91,1391.06,292.42,27.4,23.96,4.88
F0353,Rice,Rabi,Punjab,8.31,756.5,399.03,48.4,21.97,2.64
F0024,Cotton,Rabi,Uttar Pradesh,2.44,928.0,179.21,40.68,9.85,4.04
F0014,Maize,Kharif,Punjab,8.08,775.16,461.79,28.99,30.38,3.76
F0078,Wheat,Rabi,Maharashtra,2.0,1135.08,406.97,19.25,8.07,4.03
F0220,Cotton,Rabi,Karnataka,2.25,1372.79,344.43,11.84,10.34,4.59
F0062,Wheat,Zaid,Uttar Pradesh,4.68,1038.36,87.56,44.71,15.25,3.26
F0068,Rice,Kharif,Uttar Pradesh,9.69,801.31,492.85,35.06,39.35,4.06
F0169,Maize,Rabi,Maharashtra,6.53,499.15,446.87,24.24,19.33,2.96
F0434,Maize,Rabi,Punjab,7.33,1368.31,85.73,37.92,40.56,5.53
F0111,Cotton,Zaid,Karnataka,2.28,1329.81,418.58,29.34,9.79,4.29
F0323,Rice,Kharif,Punjab,4.98,1285.96,256.67,21.1,24.5,4.92
F0348,Sugarcane,Rabi,Uttar Pradesh,5.2,1293.9,200.84,12.82,24.39,4.69
F0276,Cotton,Zaid,Maharashtra,1.46,587.85,113.89,20.66,3.28,2.24
F0235,Rice,Zaid,Madhya Pradesh,4.78,1198.59,343.02,32.94,22.7,4.75
F0330,Maize,Kharif,Karnataka,4.98,1474.93,335.36,10.68,24.25,4.87
F0188,Maize,Zaid,Uttar Pradesh,6.92,690.12,358.85,8.13,20.22,2.92
F0278,Wheat,Kharif,Maharashtra,2.66,1304.45,175.67,33.93,10.91,4.1
F0171,Cotton,Kharif,Madhya Pradesh,7.09,915.19,187.39,14.57,23.84,3.36
F0222,Wheat,Zaid,Karnataka,8.78,1219.28,404.8,34.92,39.71,4.52
F0022,Rice,Kharif,Karnataka,2.97,1388.63,351.83,30.22,14.18,4.77
F0325,Maize,Zaid,Madhya Pradesh,4.87,1337.48,295.99,22.12,19.94,4.1
F0031,Wheat,Zaid,Uttar Pradesh,9.78,432.86,240.15,6.89,18.95,1.94
F0130,Sugarcane,Zaid,Punjab,3.16,1330.01,181.5,45.98,13.91,4.4
F0383,Maize,Rabi,Uttar Pradesh,7.66,1265.89,58.1,48.33,26.03,3.4
F0436,Rice,Zaid,Uttar Pradesh,8.38,637.83,442.74,10.07,27.92,3.33
F0100,Rice,Zaid,Maharashtra,7.19,948.84,93.44,15.89,21.63,3.01
F0055,Cotton,Rabi,Maharashtra,3.36,1018.03,183.76,18.5,10.93,3.25
F0420,Wheat,Zaid,Karnataka,7.56,357.77,456.3,43.35,18.28,2.42
F0171,Rice,Rabi,Punjab,8.98,522.4,85.54,15.78,23.15,2.58
F0256,Maize,Zaid,Maharashtra,8.05,341.6,312.26,49.79,13.16,1.63
F0301,Maize,Rabi,Uttar Pradesh,1.1,1297.65,319.54,10.17,5.61,5.1
F0357,Cotton,Kharif,Madhya Pradesh,1.39,1391.55,351.14,42.32,6.85,4.93
F0161,Maize,Zaid,Madhya Pradesh,5.42,816.51,192.63,24.56,17.94,3.31
F0353,Sugarcane,Kharif,Madhya Pradesh,7.85,1022.31,451.64,24.95,37.3,4.75
F0411,Cotton,Kharif,Maharashtra,6.12,1143.16,156.85,28.06,26.76,4.37
F0464,Maize,Zaid,Madhya Pradesh,1.49,761.41,269.45,34.35,4.25,2.85
F0022,Maize,Zaid,Madhya Pradesh,7.56,907.52,335.35,8.19,27.68,3.66
F0035,Rice,Rabi,Karnataka,2.92,734.22,262.62,7.05,7.32,2.51
F0443,Maize,Zaid,Maharashtra,9.73,697.62,266.92,13.82,22.05,2.27
F0460,Sugarcane,Kharif,Madhya Pradesh,6.3,636.82,143.15,28.25,12.69,2.01
F0125,Maize,Zaid,Karnataka,8.12,986.46,280.7,18.21,25.39,3.13
F0434,Wheat,Kharif,Madhya Pradesh,9.35,776.42,89.19,32.77,21.65,2.32
F0146,Sugarcane,Zaid,Karnataka,5.32,1349.07,272.1,36.6,22.11,4.16
F0297,Rice,Rabi,Uttar Pradesh,9.93,457.79,173.63,22.76,9.93,1.0
F0271,Cotton,Rabi,Karnataka,9.12,1156.84,323.56,18.92,30.16,3.31
F0389,Rice,Rabi,Uttar Pradesh,8.33,1446.07,419.54,5.07,41.07,4.93
F0494,Rice,Rabi,Karnataka,2.95,371.43,321.71,35.9,5.3,1.8
F0370,Wheat,Kharif,Maharashtra,1.59,760.61,255.31,21.61,4.24,2.67
F0446,Cotton,Zaid,Madhya Pradesh,7.64,385.21,86.08,20.96,7.64,1.0
F0151,Rice,Zaid,Madhya Pradesh,9.45,1102.29,355.4,21.29,37.3,3.95
F0027,Maize,Rabi,Karnataka,6.54,1395.94,325.66,44.32,31.42,4.8
F0162,Cotton,Kharif,Karnataka,7.38,444.67,456.1,7.99,12.3,1.67
F0313,Wheat,Kharif,Madhya Pradesh,0.61,806.44,182.77,26.87,1.72,2.81
F0038,Cotton,Zaid,Maharashtra,5.98,352.49,105.35,30.14,11.19,1.87
F0133,Wheat,Rabi,Karnataka,6.7,1314.73,361.62,24.35,28.21,4.21
F0286,Cotton,Zaid,Maharashtra,6.89,630.46,187.84,40.5,20.14,2.92
F0487,Sugarcane,Zaid,Karnataka,8.31,1329.07,462.49,24.39,39.58,4.76
F0168,Cotton,Rabi,Madhya Pradesh,3.53,998.64,217.03,32.05,13.82,3.91
F0358,Rice,Zaid,Maharashtra,4.06,500.23,243.74,11.42,10.31,2.54
F0330,Rice,Rabi,Uttar Pradesh,8.96,715.05,119.51,6.15,27.18,3.03
F0160,Cotton,Kharif,Madhya Pradesh,3.74,386.05,234.33,19.0,8.62,2.31
F0232,Cotton,Kharif,Maharashtra,6.93,1026.94,214.07,14.81,24.12,3.48
F0395,Maize,Zaid,Maharashtra,7.04,468.66,268.52,6.24,14.62,2.08
F0219,Rice,Kharif,Punjab,5.3,1456.82,222.89,6.75,25.26,4.77
F0245,Cotton,Kharif,Maharashtra,2.02,328.02,390.3,25.63,3.14,1.55
F0199,Rice,Rabi,Uttar Pradesh,3.25,1380.1,102.26,48.02,15.1,4.65
F0252,Maize,Rabi,Uttar Pradesh,6.23,1292.05,492.81,17.98,29.14,4.68
F0285,Maize,Kharif,Maharashtra,9.63,767.38,223.48,20.32,20.53,2.13
F0420,Maize,Kharif,Punjab,5.76,950.05,392.86,42.51,21.11,3.66
F0142,Sugarcane,Kharif,Maharashtra,4.68,662.8,166.7,13.76,10.41,2.22
F0110,Maize,Kharif,Punjab,3.07,1459.7,300.97,20.63,14.5,4.72
F0301,Wheat,Kharif,Maharashtra,6.01,467.04,249.82,33.18,6.01,1.0
F0281,Maize,Rabi,Karnataka,9.94,1356.38,330.53,30.62,45.29,4.56
F0038,Wheat,Kharif,Karnataka,6.4,541.57,227.81,6.78,21.73,3.4
F0209,Cotton,Rabi,Madhya Pradesh,2.66,1456.83,459.25,37.5,11.97,4.5
F0104,Sugarcane,Kharif,Maharashtra,5.57,1343.96,108.79,40.57,24.19,4.34
F0251,Wheat,Rabi,Karnataka,3.12,1352.51,474.82,11.7,15.05,4.82
F0181,Cotton,Rabi,Punjab,4.9,1477.18,267.53,43.86,19.78,4.04
F0238,Rice,Zaid,Maharashtra,3.21,543.87,392.81,22.39,9.71,3.03
F0345,Sugarcane,Zaid,Karnataka,5.36,890.79,309.78,43.95,17.26,3.22
F0329,Wheat,Kharif,Madhya Pradesh,8.36,1217.43,308.09,48.02,36.48,4.36
F0311,Maize,Rabi,Punjab,2.4,431.12,434.28,24.76,5.84,2.43
F0428,Cotton,Kharif,Madhya Pradesh,6.45,1411.66,58.6,26.46,18.42,2.86
F0278,Rice,Kharif,Maharashtra,7.03,1167.25,361.64,11.05,26.21,3.73
F0291,Cotton,Zaid,Punjab,8.14,634.51,144.82,48.09,11.85,1.46
F0426,Sugarcane,Zaid,Uttar Pradesh,0.58,1497.39,354.57,42.28,3.2,5.52
F0165,Maize,Kharif,Uttar Pradesh,7.53,471.42,389.04,39.6,18.15,2.41
F0248,Cotton,Zaid,Uttar Pradesh,6.76,1219.34,430.66,32.61,30.24,4.47
F0358,Cotton,Zaid,Karnataka,1.24,789.05,233.2,7.97,2.96,2.38
F0397,Wheat,Rabi,Punjab,3.81,433.2,413.71,47.65,4.32,1.13
F0424,Cotton,Kharif,Madhya Pradesh,1.23,900.75,407.53,36.82,4.41,3.59
F0393,Sugarcane,Rabi,Madhya Pradesh,0.98,387.48,231.29,18.29,1.2,1.22
F0089,Maize,Kharif,Karnataka,8.13,1415.07,232.3,45.77,34.1,4.19
F0492,Maize,Kharif,Maharashtra,3.55,871.72,151.71,33.82,10.35,2.91
F0139,Wheat,Zaid,Uttar Pradesh,3.9,1077.38,105.31,44.99,13.79,3.54
F0339,Rice,Rabi,Karnataka,5.28,839.22,313.64,33.12,16.98,3.22
F0468,Sugarcane,Zaid,Madhya Pradesh,2.8,1156.74,420.14,41.18,11.27,4.02
F0433,Maize,Zaid,Karnataka,5.75,924.2,114.29,39.89,16.95,2.95
F0134,Sugarcane,Rabi,Maharashtra,3.2,460.59,333.3,7.44,3.7,1.16
F0386,Wheat,Rabi,Uttar Pradesh,7.61,681.1,50.06,28.0,14.85,1.95
F0240,Rice,Rabi,Maharashtra,8.47,304.58,161.07,38.34,10.8,1.28
F0473,Wheat,Kharif,Punjab,3.5,422.27,212.11,17.17,5.03,1.44
F0170,Sugarcane,Zaid,Madhya Pradesh,7.99,1370.25,245.22,45.95,39.89,4.99
F0177,Maize,Zaid,Karnataka,4.08,1456.89,90.18,35.92,13.45,3.3
F0038,Sugarcane,Kharif,Madhya Pradesh,6.51,1144.63,51.96,12.51,22.51,3.46
F0023,Maize,Kharif,Maharashtra,7.27,1099.66,484.72,39.25,31.07,4.27
F0194,Rice,Zaid,Karnataka,3.33,426.44,401.82,33.99,7.15,2.15
F0346,Cotton,Kharif,Madhya Pradesh,0.96,732.06,480.56,27.52,2.31,2.41
F0391,Wheat,Zaid,Madhya Pradesh,2.48,742.45,216.42,7.36,3.73,1.5
F0292,Cotton,Kharif,Uttar Pradesh,7.79,799.81,419.98,43.27,27.32,3.51
F0481,Rice,Kharif,Punjab,4.99,1356.19,147.08,35.5,18.75,3.76
F0168,Wheat,Kharif,Madhya Pradesh,6.27,654.36,111.47,34.32,10.76,1.72
F0091,Sugarcane,Kharif,Maharashtra,6.63,774.16,370.94,13.96,23.95,3.61
F0452,Cotton,Kharif,Karnataka,8.96,644.89,215.5,7.61,21.31,2.38
F0198,Rice,Kharif,Madhya Pradesh,3.04,1302.58,56.61,22.06,10.63,3.5
F0003,Wheat,Rabi,Punjab,3.7,323.19,105.97,23.61,3.7,1.0
F0035,Wheat,Rabi,Punjab,5.54,1014.16,54.47,25.88,16.79,3.03
F0498,Rice,Zaid,Uttar Pradesh,9.65,922.84,354.89,19.03,36.83,3.82
F0355,Maize,Zaid,Madhya Pradesh,5.45,1471.22,106.5,5.76,27.14,4.98
F0124,Rice,Zaid,Madhya Pradesh,7.82,1268.59,104.09,16.95,31.65,4.05
F0442,Rice,Zaid,Punjab,3.81,746.09,50.61,18.49,11.79,3.1
F0170,Sugarcane,Kharif,Madhya Pradesh,6.64,1469.03,431.18,6.06,35.52,5.35
F0313,Sugarcane,Rabi,Uttar Pradesh,7.91,849.59,229.1,18.63,24.6,3.11
F0203,Maize,Zaid,Madhya Pradesh,1.12,573.88,160.97,26.78,2.16,1.93
F0054,Wheat,Zaid,Karnataka,1.05,1449.35,474.23,40.33,6.39,6.09
F0424,Cotton,Rabi,Punjab,9.92,953.38,483.25,8.4,31.63,3.19
F0124,Rice,Kharif,Uttar Pradesh,2.36,468.96,330.09,40.16,4.06,1.72
F0109,Cotton,Kharif,Uttar Pradesh,5.99,476.36,415.01,33.62,18.06,3.02
F0182,Sugarcane,Rabi,Maharashtra,2.97,714.23,462.87,18.07,7.55,2.54
F0409,Sugarcane,Rabi,Madhya Pradesh,4.96,1368.17,368.47,7.8,21.9,4.42
F0326,Maize,Kharif,Karnataka,1.78,1449.52,288.35,15.89,10.6,5.95
F0277,Maize,Rabi,Uttar Pradesh,5.26,1115.54,84.31,17.36,17.92,3.41
F0321,Sugarcane,Zaid,Karnataka,5.69,819.38,69.75,12.46,18.62,3.27
F0076,Sugarcane,Zaid,Punjab,4.73,551.02,72.49,42.96,7.29,1.54
F0128,Maize,Kharif,Uttar Pradesh,9.63,536.31,478.14,49.77,27.06,2.81
F0173,Sugarcane,Rabi,Maharashtra,7.26,1477.37,306.29,16.68,43.85,6.04
F0099,Rice,Zaid,Punjab,1.19,1046.81,491.53,13.55,4.08,3.43
F0371,Sugarcane,Rabi,Madhya Pradesh,8.03,1389.48,474.67,48.21,42.42,5.28
F0175,Cotton,Kharif,Madhya Pradesh,7.69,494.01,264.61,37.32,15.25,1.98
F0016,Sugarcane,Rabi,Punjab,2.85,1068.74,349.97,12.32,13.21,4.64
F0172,Maize,Zaid,Maharashtra,5.24,314.52,54.07,21.07,6.33,1.21
F0324,Wheat,Kharif,Madhya Pradesh,9.3,574.41,335.46,14.99,26.23,2.82
F0247,Maize,Zaid,Uttar Pradesh,7.42,414.48,242.92,6.31,11.11,1.5
F0355,Cotton,Zaid,Uttar Pradesh,5.07,1094.92,103.33,18.0,19.5,3.85
F0287,Maize,Rabi,Karnataka,9.94,353.89,392.45,21.73,17.24,1.73
F0484,Sugarcane,Kharif,Madhya Pradesh,4.23,1205.12,463.29,47.79,15.06,3.56
F0150,Rice,Zaid,Madhya Pradesh,7.98,601.2,303.83,21.14,23.09,2.89
F0328,Wheat,Zaid,Maharashtra,6.74,588.48,136.22,46.32,13.47,2.0
F0257,Sugarcane,Zaid,Maharashtra,2.6,346.72,66.21,12.88,2.6,1.0
F0180,Wheat,Kharif,Uttar Pradesh,8.73,638.97,477.71,31.17,33.43,3.83
F0102,Rice,Zaid,Karnataka,5.41,1210.53,177.12,20.89,17.22,3.18
F0044,Sugarcane,Rabi,Maharashtra,8.99,1435.75,451.65,23.88,46.05,5.12
F0413,Wheat,Kharif,Madhya Pradesh,5.23,545.62,316.01,13.38,15.75,3.01
F0434,Wheat,Rabi,Madhya Pradesh,3.65,1326.04,143.18,8.2,10.78,2.95
F0123,Wheat,Rabi,Maharashtra,8.2,1302.99,199.49,36.21,35.84,4.37
F0411,Rice,Zaid,Maharashtra,7.83,1085.58,118.22,44.41,20.04,2.56
F0429,Sugarcane,Rabi,Punjab,4.54,345.09,107.54,39.45,6.22,1.37
F0486,Rice,Rabi,Punjab,0.5,799.88,285.13,7.46,1.21,2.42
F0064,Rice,Rabi,Karnataka,2.69,301.77,378.21,48.51,2.88,1.07
F0091,Maize,Zaid,Karnataka,2.63,1095.66,383.85,43.18,8.28,3.15
F0161,Rice,Zaid,Maharashtra,3.59,1155.15,417.55,13.17,14.18,3.95
F0074,Rice,Zaid,Karnataka,4.02,1382.33,413.01,49.32,18.59,4.62
F0411,Sugarcane,Zaid,Maharashtra,6.11,1093.22,85.31,29.5,25.25,4.13
F0184,Cotton,Kharif,Maharashtra,7.24,500.79,401.28,31.27,18.82,2.6
F0263,Wheat,Zaid,Punjab,3.32,1157.31,391.55,9.61,11.6,3.49
F0181,Wheat,Rabi,Madhya Pradesh,5.38,910.67,216.18,46.98,18.21,3.38
F0321,Cotton,Rabi,Uttar Pradesh,7.29,854.06,464.45,36.26,28.42,3.9
F0193,Cotton,Zaid,Karnataka,7.43,1334.03,173.33,41.32,29.93,4.03
F0370,Sugarcane,Kharif,Maharashtra,3.69,1474.23,435.44,36.55,17.37,4.71
F0445,Cotton,Rabi,Madhya Pradesh,7.41,974.49,476.19,27.33,24.47,3.3
F0233,Maize,Rabi,Karnataka,7.97,1181.33,222.96,6.13,30.21,3.79
F0219,Sugarcane,Rabi,Punjab,8.47,313.7,366.66,48.66,8.47,1.0
F0286,Wheat,Kharif,Karnataka,7.2,1280.55,295.89,48.52,30.29,4.21
F0172,Maize,Kharif,Uttar Pradesh,0.99,905.75,373.3,43.82,3.63,3.67
F0402,Maize,Zaid,Karnataka,5.75,775.86,109.27,43.94,12.88,2.24
F0408,Rice,Rabi,Punjab,1.99,671.75,180.52,44.21,5.7,2.86
F0387,Cotton,Kharif,Punjab,2.88,1049.85,307.29,42.48,11.61,4.03
F0321,Maize,Zaid,Maharashtra,9.11,314.59,353.31,7.33,9.11,1.0
F0087,Sugarcane,Kharif,Madhya Pradesh,3.41,723.55,329.58,20.03,10.28,3.01
F0296,Cotton,Zaid,Uttar Pradesh,7.46,785.43,80.76,40.27,16.48,2.21
F0182,Sugarcane,Rabi,Maharashtra,7.01,698.95,75.46,21.83,9.62,1.37
F0494,Wheat,Rabi,Maharashtra,9.47,1070.08,352.17,33.45,35.05,3.7
F0008,Sugarcane,Kharif,Karnataka,7.63,421.65,175.03,17.43,7.63,1.0
F0323,Sugarcane,Rabi,Madhya Pradesh,4.6,1476.44,80.38,28.34,20.45,4.45
F0105,Cotton,Rabi,Punjab,7.51,1145.47,240.23,20.59,25.79,3.43
F0400,Cotton,Zaid,Madhya Pradesh,4.28,617.13,142.4,26.74,7.06,1.65
F0097,Maize,Kharif,Maharashtra,6.74,1462.24,321.64,8.46,30.46,4.52
F0353,Sugarcane,Kharif,Maharashtra,1.22,1441.71,183.78,9.14,6.73,5.52
F0387,Sugarcane,Kharif,Punjab,6.66,620.88,56.8,48.43,17.3,2.6
F0182,Sugarcane,Zaid,Maharashtra,2.88,1111.23,367.98,32.45,10.01,3.48
F0160,Wheat,Rabi,Punjab,6.18,1339.31,476.03,9.77,27.82,4.5
F0044,Wheat,Rabi,Uttar Pradesh,1.97,1433.68,381.44,44.73,10.27,5.21
F0071,Wheat,Kharif,Karnataka,7.16,1116.13,233.67,5.69,22.53,3.15
F0170,Cotton,Kharif,Madhya Pradesh,6.04,603.72,252.61,48.09,17.1,2.83
F0122,Rice,Rabi,Punjab,2.29,1106.95,489.65,9.59,9.44,4.12
F0475,Cotton,Kharif,Punjab,0.58,820.3,91.68,38.68,1.47,2.54
F0233,Wheat,Rabi,Uttar Pradesh,2.96,821.28,375.55,5.41,10.72,3.62
F0044,Wheat,Rabi,Maharashtra,6.1,1035.95,336.96,15.89,21.44,3.51
F0456,Wheat,Rabi,Maharashtra,2.39,1352.96,382.43,5.62,11.83,4.95
F0276,Sugarcane,Rabi,Karnataka,2.86,557.29,171.86,16.14,5.62,1.97
F0016,Sugarcane,Kharif,Maharashtra,7.46,1028.08,352.79,8.65,25.54,3.42
F0034,Cotton,Zaid,Maharashtra,9.54,1306.19,412.29,42.03,45.21,4.74
F0208,Rice,Zaid,Maharashtra,2.4,1040.14,384.3,38.21,10.13,4.22
F0396,Rice,Kharif,Madhya Pradesh,5.45,382.15,217.0,46.43,11.28,2.07
F0335,Wheat,Kharif,Madhya Pradesh,3.05,742.14,452.91,34.99,13.05,4.28
