state,year,month,rainfall_mm,avg_temperature_celsius,humidity_percent,drought_flag
Uttar Pradesh,2021,7,233.3,33.94,50.25,0
Maharashtra,2023,6,513.17,27.74,61.54,0
Madhya Pradesh,2020,9,511.16,26.41,58.8,0
Uttar Pradesh,2023,12,62.67,26.08,64.19,0
Punjab,2023,1,123.23,25.96,64.08,0
Uttar Pradesh,2021,4,103.9,23.93,48.04,0
Karnataka,2024,7,573.37,33.92,67.52,0
Uttar Pradesh,2023,1,100.68,18.64,70.18,0
Karnataka,2020,7,403.8,30.01,53.36,0
Karnataka,2024,4,21.41,22.25,91.8,0
Madhya Pradesh,2020,7,363.48,28.27,33.43,0
Maharashtra,2023,2,15.26,33.78,64.98,0
Punjab,2020,1,81.22,23.35,78.41,0
Karnataka,2024,1,33.55,22.18,59.95,0
Punjab,2022,3,50.08,23.44,71.94,0
Punjab,2022,12,101.14,36.14,57.15,0
Punjab,2022,1,20.23,24.02,93.7,0
Uttar Pradesh,2022,1,93.48,33.61,30.48,0
Karnataka,2024,6,407.28,18.83,67.0,0
Karnataka,2023,12,138.91,39.31,65.14,0
Punjab,2023,5,74.15,38.79,73.78,0
Karnataka,2021,11,19.09,28.25,45.62,0
Madhya Pradesh,2022,5,75.77,28.02,67.84,0
Madhya Pradesh,2023,11,59.95,21.61,62.74,0
Karnataka,2021,1,126.23,32.61,51.99,0
Punjab,2020,5,140.97,38.07,43.61,0
Punjab,2020,8,215.77,34.31,83.79,0
Madhya Pradesh,2021,8,587.15,37.58,69.03,0
Karnataka,2023,6,412.02,18.61,46.03,0
Punjab,2023,3,74.35,31.83,66.22,0
Punjab,2020,1,113.97,24.15,66.72,0
Maharashtra,2023,7,235.26,27.1,78.76,0
Uttar Pradesh,2023,1,107.08,39.79,48.06,0
Maharashtra,2023,2,79.75,25.25,58.64,0
Uttar Pradesh,2020,8,542.78,33.05,87.36,0
Karnataka,2022,10,38.49,37.21,33.88,0
Madhya Pradesh,2023,10,134.4,25.24,50.45,0
Maharashtra,2022,11,81.69,38.7,33.11,0
Uttar Pradesh,2022,10,59.31,36.84,55.74,0
Punjab,2022,4,37.88,27.35,55.06,0
Punjab,2022,12,138.16,34.76,62.83,0
Karnataka,2021,4,148.37,28.24,33.79,0
Uttar Pradesh,2024,8,304.91,27.59,40.2,0
Madhya Pradesh,2023,3,142.66,34.87,47.44,0
Uttar Pradesh,2020,5,92.71,33.87,91.18,0
Maharashtra,2023,8,552.65,29.33,80.35,0
Punjab,2024,3,88.7,30.16,37.46,0
Madhya Pradesh,2022,1,27.66,29.65,47.48,0
Uttar Pradesh,2023,7,208.41,33.9,32.11,0
Punjab,2023,4,93.34,29.86,92.97,0
Punjab,2020,4,77.79,19.4,65.86,0
Punjab,2022,1,127.75,39.93,57.97,0
Karnataka,2022,10,54.84,37.95,42.43,0
Maharashtra,2023,9,446.17,26.93,32.67,0
Maharashtra,2024,12,58.62,23.84,74.6,0
Madhya Pradesh,2022,9,579.52,23.9,82.75,0
Madhya Pradesh,2023,1,17.75,29.84,34.59,0
Karnataka,2020,10,140.76,34.86,72.77,0
Madhya Pradesh,2021,9,529.56,32.25,92.98,0
Karnataka,2021,5,109.95,38.34,63.61,0
Uttar Pradesh,2020,1,26.39,29.62,38.25,0
Punjab,2023,3,92.95,28.61,70.47,0
Maharashtra,2024,1,11.41,22.29,61.94,0
Maharashtra,2022,8,580.2,26.44,57.58,0
Punjab,2021,6,485.88,31.28,49.43,0
Maharashtra,2020,6,364.33,22.79,92.79,0
Punjab,2022,1,28.29,26.18,31.68,0
Punjab,2023,1,41.05,35.17,43.08,0
Uttar Pradesh,2020,2,21.21,28.44,30.65,0
Karnataka,2023,7,233.91,35.77,80.15,0
Uttar Pradesh,2024,7,566.06,36.8,74.41,0
Madhya Pradesh,2020,3,17.33,35.22,84.96,0
Uttar Pradesh,2022,5,121.87,29.19,45.14,0
Karnataka,2024,6,538.13,34.0,93.75,0
Madhya Pradesh,2020,9,262.28,22.96,43.77,0
Maharashtra,2023,6,517.02,22.11,34.33,0
Karnataka,2021,12,149.8,18.55,84.29,0
Madhya Pradesh,2024,10,61.15,36.52,66.05,0
Madhya Pradesh,2022,6,560.65,38.38,30.59,0
Uttar Pradesh,2020,12,20.56,23.51,73.51,0
Punjab,2023,6,555.31,28.12,69.45,0
Uttar Pradesh,2024,6,275.4,35.71,92.88,0
Madhya Pradesh,2023,2,47.6,28.89,35.6,0
Karnataka,2022,7,423.65,29.06,39.39,0
Punjab,2021,4,71.89,25.35,63.92,0
Maharashtra,2022,1,91.99,18.19,79.47,0
Madhya Pradesh,2022,11,109.82,26.06,33.44,0
Uttar Pradesh,2023,7,501.97,39.01,45.61,0
Uttar Pradesh,2022,9,329.41,22.04,67.5,0
Uttar Pradesh,2023,6,261.94,25.84,75.31,0
Uttar Pradesh,2022,12,88.42,26.5,57.32,0
Maharashtra,2024,11,88.7,18.13,35.1,0
Karnataka,2024,12,133.38,19.71,75.94,0
Maharashtra,2020,11,138.81,23.96,54.08,0
Uttar Pradesh,2023,5,89.65,37.4,91.22,0
Punjab,2021,1,113.54,19.91,73.5,0
Karnataka,2022,10,67.44,28.36,33.19,0
Punjab,2020,5,36.75,35.39,59.51,0
Madhya Pradesh,2021,4,52.23,26.45,85.54,0
Karnataka,2022,4,114.86,23.99,37.64,0
Uttar Pradesh,2024,8,300.8,38.26,67.8,0
Uttar Pradesh,2022,8,413.39,31.12,53.79,0
Uttar Pradesh,2024,11,122.99,29.51,37.59,0
Punjab,2020,11,28.07,29.81,90.88,0
Uttar Pradesh,2023,1,53.17,37.13,79.67,0
Maharashtra,2023,1,44.69,18.8,36.62,0
Punjab,2020,11,111.99,22.39,54.13,0
Maharashtra,2024,10,80.24,33.96,37.36,0
Madhya Pradesh,2022,3,66.89,28.67,65.15,0
Punjab,2024,3,124.57,21.78,82.51,0
Punjab,2023,1,107.0,30.23,75.47,0
Karnataka,2020,8,364.81,21.04,73.27,0
Uttar Pradesh,2022,11,83.45,32.07,51.97,0
Uttar Pradesh,2023,1,136.96,30.92,35.55,0
Uttar Pradesh,2021,7,379.92,34.64,81.62,0
Punjab,2020,4,79.24,37.68,47.4,0
Maharashtra,2024,7,364.24,37.77,88.26,0
Karnataka,2023,3,106.0,36.9,35.77,0
Uttar Pradesh,2024,10,131.1,25.05,41.59,0
Uttar Pradesh,2021,9,295.75,27.2,46.33,0
Punjab,2022,8,328.23,20.97,49.25,0
Uttar Pradesh,2022,7,428.91,27.72,52.54,0
Uttar Pradesh,2023,5,114.5,37.66,79.19,0
Uttar Pradesh,2023,10,56.48,34.38,39.88,0
Karnataka,2020,2,28.24,25.6,82.5,0
Uttar Pradesh,2023,8,298.54,19.39,38.56,0
Madhya Pradesh,2022,5,130.22,31.94,46.46,0
Maharashtra,2020,10,87.74,29.61,72.6,0
Madhya Pradesh,2020,10,42.65,37.02,50.11,0
Karnataka,2020,3,107.18,18.35,54.22,0
Maharashtra,2021,9,340.68,29.96,34.73,0
Maharashtra,2024,2,120.62,22.79,74.01,0
Madhya Pradesh,2022,6,521.28,30.36,78.16,0
Uttar Pradesh,2022,1,102.66,25.82,82.58,0
Punjab,2024,6,317.88,30.57,78.45,0
Madhya Pradesh,2021,6,351.58,24.66,59.86,0
Karnataka,2022,2,124.51,38.46,65.43,0
Karnataka,2021,12,102.61,37.87,36.41,0
Karnataka,2021,1,42.49,33.6,83.54,0
Maharashtra,2021,5,129.98,27.13,35.81,0
Madhya Pradesh,2022,5,71.29,23.08,48.93,0
Uttar Pradesh,2024,10,118.12,19.66,83.79,0
Uttar Pradesh,2020,6,371.07,31.11,35.83,0
Karnataka,2021,1,57.23,19.97,92.5,0
Uttar Pradesh,2021,9,522.9,28.11,44.53,0
Karnataka,2022,1,140.68,25.58,40.46,0
Karnataka,2020,6,425.27,38.76,30.25,0
Uttar Pradesh,2021,6,295.25,38.65,41.12,0
Maharashtra,2021,10,25.85,30.54,86.02,0
Madhya Pradesh,2024,12,76.8,39.88,74.15,0
Uttar Pradesh,2024,11,20.37,39.84,56.51,0
Karnataka,2022,8,314.96,30.27,49.78,0
Madhya Pradesh,2022,5,22.1,18.03,59.22,0
Maharashtra,2024,7,534.75,30.59,94.95,0
Maharashtra,2022,11,50.16,24.17,40.38,0
Punjab,2020,12,32.97,24.27,81.53,0
Uttar Pradesh,2024,9,562.3,39.45,45.1,0
Madhya Pradesh,2020,7,552.52,25.22,37.33,0
Maharashtra,2022,8,548.01,31.99,40.71,0
Karnataka,2020,1,70.18,24.32,77.89,0
Maharashtra,2022,6,381.37,39.76,33.56,0
Madhya Pradesh,2020,1,59.7,28.6,62.7,0
Maharashtra,2020,6,326.37,34.04,86.86,0
Karnataka,2023,11,141.42,35.71,85.29,0
Karnataka,2022,10,87.08,36.17,49.73,0
Punjab,2020,8,359.39,24.97,60.38,0
Karnataka,2020,10,49.98,39.16,50.33,0
Karnataka,2022,10,23.73,29.59,33.71,0
Karnataka,2024,1,25.48,22.83,60.18,0
Karnataka,2024,9,373.3,35.59,78.07,0
Uttar Pradesh,2020,4,69.68,25.34,50.57,0
Punjab,2021,11,118.36,19.15,30.83,0
Maharashtra,2022,8,518.22,28.5,38.51,0
Madhya Pradesh,2022,6,294.23,38.52,85.87,0
Uttar Pradesh,2022,1,109.37,28.61,63.82,0
Punjab,2024,11,146.53,39.25,43.99,0
Maharashtra,2024,7,524.44,22.34,43.88,0
Punjab,2024,4,104.65,26.91,90.55,0
Uttar Pradesh,2021,10,22.46,29.25,89.7,0
Uttar Pradesh,2021,2,136.58,21.44,53.83,0
Madhya Pradesh,2024,10,96.68,21.51,92.92,0
Maharashtra,2023,10,138.06,21.67,37.88,0
Uttar Pradesh,2021,9,234.16,38.01,42.59,0
Madhya Pradesh,2024,9,366.51,27.87,68.94,0
Uttar Pradesh,2021,9,228.69,22.99,90.55,0
Maharashtra,2020,5,137.18,35.19,31.26,0
Punjab,2020,5,55.78,31.82,47.89,0
Maharashtra,2023,4,137.34,31.95,34.67,0
Maharashtra,2021,9,563.6,39.07,35.05,0
Madhya Pradesh,2023,8,412.94,24.67,55.53,0
Uttar Pradesh,2024,1,35.15,30.72,92.27,0
Karnataka,2022,2,80.43,19.82,70.3,0
Punjab,2021,4,57.63,36.83,58.25,0
Punjab,2023,9,277.14,22.2,79.97,0
Punjab,2021,2,47.18,34.88,43.38,0
Uttar Pradesh,2022,12,55.04,28.24,91.31,0
Uttar Pradesh,2024,9,572.69,22.55,53.28,0
Karnataka,2023,7,259.76,29.22,59.94,0
Uttar Pradesh,2020,11,136.11,38.46,54.93,0
Uttar Pradesh,2020,12,78.84,37.72,82.44,0
Uttar Pradesh,2021,11,10.51,25.04,57.42,0
Madhya Pradesh,2023,2,42.16,22.39,32.46,0
Punjab,2023,8,457.35,23.78,33.4,0
Madhya Pradesh,2024,7,292.39,35.64,85.35,0
Punjab,2023,9,393.23,27.15,93.56,0
Karnataka,2024,1,38.08,22.74,48.97,0
Uttar Pradesh,2024,1,34.19,26.35,89.2,0
Karnataka,2020,10,96.15,27.06,90.74,0
Madhya Pradesh,2022,11,16.78,22.63,66.78,0
Punjab,2020,8,446.22,18.87,56.2,0
Punjab,2024,8,459.66,33.36,71.48,0
Uttar Pradesh,2020,4,54.88,20.06,57.76,0
Punjab,2024,5,28.03,38.85,60.89,0
Maharashtra,2021,3,54.42,34.86,62.37,0
Madhya Pradesh,2022,5,53.4,35.86,86.36,0
Punjab,2023,10,104.22,19.03,66.81,0
Maharashtra,2023,2,116.86,21.0,44.86,0
Uttar Pradesh,2021,11,133.55,18.44,78.93,0
Maharashtra,2024,12,76.33,27.83,30.46,0
Madhya Pradesh,2023,8,527.76,25.92,65.15,0
Uttar Pradesh,2024,3,104.82,33.46,92.14,0
Uttar Pradesh,2023,4,84.39,26.79,91.99,0
Maharashtra,2021,7,456.84,24.56,38.22,0
Punjab,2024,7,537.02,25.97,72.93,0
Maharashtra,2021,9,388.33,22.38,69.11,0
Uttar Pradesh,2021,3,18.5,27.09,65.53,0
Karnataka,2024,12,71.05,34.47,83.82,0
Uttar Pradesh,2022,3,117.97,18.85,42.62,0
Maharashtra,2021,5,85.13,38.57,84.27,0
Karnataka,2023,7,537.01,24.67,57.91,0
Maharashtra,2023,2,75.9,21.46,32.02,0
Madhya Pradesh,2021,11,142.57,23.3,45.6,0
Karnataka,2024,5,21.67,38.43,67.68,0
Uttar Pradesh,2024,11,103.39,38.05,52.47,0
Maharashtra,2021,7,448.6,18.85,42.14,0
Punjab,2023,2,126.37,34.87,52.79,0
Uttar Pradesh,2021,9,350.72,29.74,30.02,0
Uttar Pradesh,2020,10,43.77,22.58,46.28,0
Madhya Pradesh,2020,11,122.83,24.15,42.45,0
Maharashtra,2020,8,401.71,37.04,45.69,0
Uttar Pradesh,2021,1,21.0,25.84,78.6,0
Punjab,2022,1,87.1,35.97,92.37,0
Punjab,2022,4,120.97,31.28,62.07,0
Madhya Pradesh,2021,10,15.61,39.66,54.93,0
Madhya Pradesh,2021,2,31.31,32.67,48.48,0
Maharashtra,2022,2,92.01,30.91,58.97,0
Maharashtra,2024,8,534.45,23.83,59.16,0
Madhya Pradesh,2022,11,85.28,32.6,80.96,0
Uttar Pradesh,2022,5,65.27,32.21,39.79,0
Maharashtra,2020,1,140.57,26.43,77.42,0
Madhya Pradesh,2021,8,208.14,22.51,61.66,0
Karnataka,2023,9,551.3,29.6,90.44,0
Maharashtra,2022,5,77.73,28.79,37.78,0
Karnataka,2021,10,122.37,23.43,88.47,0
Karnataka,2023,1,137.52,38.75,63.81,0
Karnataka,2021,9,470.84,35.13,38.52,0
Punjab,2022,8,440.38,18.75,62.34,0
Maharashtra,2020,6,261.94,22.02,53.73,0
Uttar Pradesh,2023,11,70.54,31.71,34.84,0
Uttar Pradesh,2024,5,80.52,22.02,67.31,0
Madhya Pradesh,2021,12,99.24,30.25,77.99,0
Punjab,2022,9,334.24,34.83,58.13,0
Uttar Pradesh,2020,1,77.79,32.26,31.19,0
Uttar Pradesh,2021,6,461.6,31.61,50.14,0
Uttar Pradesh,2024,3,22.01,20.0,90.01,0
Uttar Pradesh,2023,10,106.5,20.8,53.19,0
Punjab,2022,1,92.95,36.38,32.84,0
Uttar Pradesh,2022,11,43.13,37.57,30.6,0
Madhya Pradesh,2024,12,38.2,39.1,69.87,0
Maharashtra,2021,8,304.67,19.47,31.83,0
Maharashtra,2022,1,44.26,37.39,57.03,0
Punjab,2024,12,110.85,38.2,56.52,0
Punjab,2022,2,36.78,29.38,89.03,0
Punjab,2021,7,521.75,19.45,75.02,0
Madhya Pradesh,2023,9,428.76,37.96,37.96,0
Maharashtra,2022,4,84.77,37.35,56.65,0
Uttar Pradesh,2020,9,392.8,19.55,48.08,0
Uttar Pradesh,2020,3,55.43,38.79,48.37,0
Madhya Pradesh,2020,11,74.52,32.77,40.54,0
Karnataka,2023,3,78.1,34.25,86.35,0
Madhya Pradesh,2022,7,450.5,32.72,38.21,0
Uttar Pradesh,2022,6,578.31,20.92,80.35,0
Uttar Pradesh,2020,11,47.07,38.54,76.8,0
Punjab,2024,12,115.53,22.82,58.8,0
Karnataka,2020,2,96.49,34.94,36.76,0
Madhya Pradesh,2022,9,584.95,37.58,47.57,0
Uttar Pradesh,2022,5,125.19,29.4,60.02,0
Maharashtra,2023,11,54.02,30.78,77.44,0
Madhya Pradesh,2024,12,67.53,31.84,75.46,0
Karnataka,2023,10,109.56,19.14,85.88,0
Punjab,2023,1,74.16,23.77,45.71,0
Maharashtra,2024,9,393.21,37.51,54.59,0
Karnataka,2022,6,499.89,20.13,60.94,0
Karnataka,2022,5,148.84,34.95,43.68,0
Madhya Pradesh,2023,1,80.2,23.14,56.62,0
Madhya Pradesh,2020,2,119.21,34.97,44.83,0
Karnataka,2021,1,139.11,31.04,54.7,0
Maharashtra,2020,11,80.27,31.31,66.39,0
Uttar Pradesh,2024,11,78.1,29.11,41.47,0
Karnataka,2022,12,123.78,29.92,38.52,0
Karnataka,2020,7,506.46,38.51,91.57,0
Maharashtra,2021,4,61.66,20.98,63.7,0
Uttar Pradesh,2022,2,25.77,38.55,41.93,0
Madhya Pradesh,2024,4,45.39,26.95,54.91,0
Karnataka,2020,11,121.25,28.04,41.1,0
Maharashtra,2024,2,47.41,29.2,39.58,0
Maharashtra,2020,5,95.63,30.45,76.46,0
Karnataka,2023,5,141.28,38.07,91.49,0
Uttar Pradesh,2021,10,44.26,20.89,49.65,0
Karnataka,2023,8,558.03,39.39,85.86,0
Madhya Pradesh,2023,2,25.4,38.84,57.52,0
Maharashtra,2022,6,203.72,27.73,32.99,0
Punjab,2023,1,86.14,25.45,60.77,0
Maharashtra,2023,2,95.84,37.11,73.02,0
Uttar Pradesh,2021,6,373.62,36.03,88.86,0
Madhya Pradesh,2024,3,26.77,29.7,48.49,0
Uttar Pradesh,2022,6,218.82,32.71,86.08,0
Madhya Pradesh,2020,8,265.16,35.87,85.47,0
Punjab,2022,2,138.01,23.84,88.76,0
Uttar Pradesh,2020,8,328.27,30.15,33.28,0
Maharashtra,2021,7,217.55,33.85,58.89,0
Punjab,2024,3,45.88,22.19,73.55,0
Uttar Pradesh,2023,10,10.06,35.73,35.15,0
Maharashtra,2024,6,276.6,26.5,61.52,0
Uttar Pradesh,2023,8,342.0,25.06,92.65,0
Punjab,2022,4,99.82,18.52,57.96,0
Madhya Pradesh,2024,10,132.5,24.63,36.15,0
Punjab,2020,12,116.17,31.33,67.07,0
Punjab,2021,9,221.43,21.09,70.47,0
Madhya Pradesh,2023,3,39.1,29.09,65.42,0
Madhya Pradesh,2022,1,49.69,38.87,84.76,0
Madhya Pradesh,2021,4,111.13,19.72,36.9,0
Madhya Pradesh,2020,12,78.99,21.54,93.59,0
Uttar Pradesh,2021,3,32.19,28.72,53.67,0
Uttar Pradesh,2020,11,99.51,20.84,57.97,0
Uttar Pradesh,2021,10,48.46,37.53,32.64,0
Punjab,2024,9,565.49,36.33,49.34,0
Maharashtra,2022,2,120.5,18.69,92.85,0
Karnataka,2021,4,83.72,24.67,53.57,0
Maharashtra,2023,2,19.3,39.77,32.55,0
Punjab,2024,1,101.69,27.74,91.68,0
Karnataka,2023,7,298.4,29.71,61.35,0
Maharashtra,2020,12,108.4,19.5,42.6,0
Punjab,2024,2,40.04,34.24,42.29,0
Uttar Pradesh,2020,8,429.4,22.74,86.01,0
Karnataka,2023,4,141.91,29.41,52.9,0
Uttar Pradesh,2024,8,293.62,19.1,47.45,0
Madhya Pradesh,2021,3,101.59,29.74,91.36,0
Madhya Pradesh,2021,4,65.48,33.26,61.81,0
Maharashtra,2024,2,81.76,23.89,59.57,0
Karnataka,2024,2,75.91,33.55,91.14,0
Madhya Pradesh,2023,10,56.1,18.93,62.26,0
Madhya Pradesh,2022,4,86.22,21.71,79.43,0
Madhya Pradesh,2021,8,593.97,38.81,42.81,0
Uttar Pradesh,2023,2,132.55,33.5,59.5,0
Karnataka,2024,8,416.24,36.69,61.21,0
Uttar Pradesh,2023,5,62.25,28.85,67.64,0
Uttar Pradesh,2021,11,36.47,37.82,73.82,0
Madhya Pradesh,2023,4,98.66,20.19,69.27,0
Uttar Pradesh,2021,2,26.93,19.73,64.28,0
Madhya Pradesh,2023,3,66.39,30.95,35.8,0
Madhya Pradesh,2022,1,70.34,21.85,94.16,0
Uttar Pradesh,2022,6,424.46,33.12,51.15,0
Punjab,2023,4,23.26,39.47,48.61,0
Punjab,2023,6,369.52,32.3,31.61,0
Uttar Pradesh,2023,7,524.1,29.8,48.08,0
Maharashtra,2021,6,224.64,21.57,88.18,0
Punjab,2023,1,106.04,23.5,34.26,0
Uttar Pradesh,2020,2,106.69,30.59,56.29,0
Uttar Pradesh,2024,10,60.91,22.77,73.52,0
Karnataka,2023,4,145.89,21.87,68.81,0
Punjab,2023,12,69.39,27.83,46.52,0
Maharashtra,2023,11,125.52,28.68,65.32,0
Karnataka,2020,1,52.67,22.0,35.58,0
Uttar Pradesh,2021,10,109.98,22.32,74.85,0
Madhya Pradesh,2023,3,64.65,27.15,60.5,0
Madhya Pradesh,2020,4,61.48,20.21,50.13,0
Maharashtra,2022,12,102.92,32.65,48.6,0
Uttar Pradesh,2020,12,74.41,22.26,43.67,0
Maharashtra,2024,10,13.23,37.73,43.7,0
Punjab,2023,9,291.01,24.15,38.28,0
Punjab,2022,8,455.71,19.65,38.72,0
Karnataka,2021,6,457.9,25.47,76.02,0
Uttar Pradesh,2020,8,422.97,23.63,72.3,0
Karnataka,2022,8,246.51,29.8,58.41,0
Uttar Pradesh,2021,8,307.15,31.29,86.64,0
Punjab,2024,8,599.56,31.37,56.31,0
Punjab,2021,4,41.53,23.66,61.16,0
Punjab,2020,12,61.42,38.1,53.94,0
Madhya Pradesh,2020,4,62.28,26.44,84.38,0
Karnataka,2023,8,460.32,31.51,51.72,0
Madhya Pradesh,2022,8,527.16,18.84,86.6,0
Uttar Pradesh,2023,4,81.78,26.76,62.32,0
Madhya Pradesh,2020,6,466.97,18.28,86.65,0
Punjab,2024,2,72.54,25.55,38.99,0
Punjab,2021,4,71.53,28.92,56.24,0
Madhya Pradesh,2022,3,105.01,27.26,92.49,0
Uttar Pradesh,2020,11,93.9,35.76,37.11,0
Maharashtra,2020,11,65.62,25.41,67.02,0
Uttar Pradesh,2021,12,130.56,19.72,34.72,0
Karnataka,2023,4,129.04,22.68,73.47,0
Punjab,2021,12,86.0,36.32,38.13,0
Maharashtra,2024,3,28.17,30.25,91.51,0
Maharashtra,2020,12,68.1,25.19,69.43,0
Maharashtra,2024,11,140.26,36.41,94.71,0
Maharashtra,2021,2,13.16,20.48,69.62,0
Madhya Pradesh,2020,5,124.88,24.28,45.55,0
Uttar Pradesh,2024,5,120.18,19.24,54.01,0
Karnataka,2020,11,80.81,30.33,77.36,0
Uttar Pradesh,2022,5,59.68,31.48,68.05,0
Uttar Pradesh,2023,6,419.05,32.09,46.86,0
Karnataka,2024,10,21.85,20.62,44.6,0
Maharashtra,2022,9,400.08,36.49,75.58,0
Maharashtra,2020,2,120.47,25.72,56.3,0
Maharashtra,2022,9,357.47,22.22,33.98,0
Uttar Pradesh,2020,5,92.73,39.76,40.84,0
Madhya Pradesh,2024,6,218.67,35.15,46.42,0
Punjab,2021,7,531.86,33.49,91.47,0
Karnataka,2022,11,67.25,32.56,60.22,0
Maharashtra,2024,1,98.28,27.89,42.26,0
Maharashtra,2021,3,81.11,29.63,82.69,0
Punjab,2022,5,112.97,32.6,37.37,0
Madhya Pradesh,2021,8,488.25,29.01,88.12,0
Punjab,2020,4,138.78,19.21,83.34,0
Uttar Pradesh,2024,9,215.08,26.08,65.25,0
Uttar Pradesh,2020,6,259.24,34.42,30.54,0
Punjab,2023,6,267.44,30.78,76.44,0
Madhya Pradesh,2021,1,138.33,33.52,73.67,0
Karnataka,2024,4,65.21,18.03,37.81,0
Karnataka,2021,8,413.82,32.85,57.13,0
Punjab,2024,3,112.3,29.48,34.82,0
Karnataka,2023,11,36.88,36.48,77.12,0
Karnataka,2020,4,135.27,20.59,94.36,0
Karnataka,2022,9,283.76,18.26,94.83,0
Karnataka,2020,4,49.35,32.7,41.48,0
Punjab,2022,11,91.23,37.89,50.81,0
Karnataka,2023,4,103.84,22.13,70.61,0
Karnataka,2022,11,57.1,22.65,50.36,0
Maharashtra,2024,4,35.04,37.84,55.82,0
Uttar Pradesh,2023,8,298.11,27.86,50.83,0
Punjab,2022,5,114.22,39.37,58.47,0
Madhya Pradesh,2021,6,544.41,30.45,40.22,0
Karnataka,2021,5,106.69,29.3,72.29,0
Uttar Pradesh,2020,10,134.56,27.69,88.58,0
Madhya Pradesh,2023,7,500.27,28.75,69.21,0
Maharashtra,2021,2,55.58,39.64,73.38,0
Karnataka,2023,6,217.54,25.19,70.52,0
Karnataka,2021,8,222.53,18.53,59.25,0
Karnataka,2022,3,56.58,27.64,47.08,0
Maharashtra,2022,6,265.89,33.16,63.45,0
Karnataka,2020,9,280.06,25.03,68.47,0
Karnataka,2020,12,20.11,21.24,34.76,0
Maharashtra,2021,3,123.72,34.55,78.97,0
Maharashtra,2024,11,110.29,32.73,61.0,0
Karnataka,2023,1,99.92,18.84,70.4,0
Maharashtra,2021,3,118.9,29.01,53.24,0
Uttar Pradesh,2023,1,48.84,32.14,75.03,0
Punjab,2024,9,548.39,25.53,80.04,0
Uttar Pradesh,2022,10,88.59,37.42,64.31,0
Maharashtra,2021,5,82.47,30.71,78.71,0
Maharashtra,2024,10,145.06,19.62,33.47,0
Maharashtra,2021,7,575.02,29.66,69.97,0
Maharashtra,2020,3,77.54,20.06,79.93,0
Uttar Pradesh,2021,6,498.89,24.86,49.91,0
Uttar Pradesh,2021,8,535.14,19.59,87.27,0
Karnataka,2023,10,45.93,31.05,90.84,0
Maharashtra,2023,10,104.94,27.12,74.82,0
Uttar Pradesh,2023,10,58.16,24.1,94.78,0
Maharashtra,2023,11,115.11,32.18,53.09,0
Punjab,2021,1,16.88,18.68,66.02,0
Karnataka,2022,12,116.68,29.82,84.65,0
Karnataka,2022,10,14.68,26.07,45.41,0
Uttar Pradesh,2020,3,72.62,19.59,92.02,0
Uttar Pradesh,2023,9,289.3,38.29,57.68,0
Madhya Pradesh,2022,6,594.21,30.19,90.5,0
Madhya Pradesh,2023,8,202.14,34.46,88.7,0
Punjab,2022,10,29.56,20.11,57.6,0
Uttar Pradesh,2022,4,140.72,29.93,64.28,0
Maharashtra,2021,5,29.76,18.02,82.66,0
Uttar Pradesh,2024,6,235.03,31.94,89.45,0
Karnataka,2020,5,39.21,32.64,35.12,0
Punjab,2022,12,94.53,21.61,77.84,0
Uttar Pradesh,2020,9,320.49,28.19,68.96,0
Maharashtra,2022,5,33.98,34.32,49.67,0
Maharashtra,2024,3,102.73,21.48,74.73,0
Uttar Pradesh,2021,7,251.28,27.36,46.07,0
Madhya Pradesh,2022,1,114.77,23.76,87.31,0
Punjab,2020,10,134.85,22.32,69.9,0
Uttar Pradesh,2023,7,235.09,26.61,76.37,0
Uttar Pradesh,2023,2,102.32,31.74,48.37,0
Punjab,2022,3,62.92,20.26,76.74,0
Punjab,2020,9,401.56,33.59,46.18,0
Karnataka,2020,4,55.42,25.35,31.67,0
Uttar Pradesh,2022,2,57.75,35.67,88.32,0
Karnataka,2022,6,407.29,28.02,32.0,0
Punjab,2020,2,133.09,18.29,91.41,0
Maharashtra,2023,4,78.49,25.52,90.07,0
Maharashtra,2020,8,209.76,30.79,65.68,0
Punjab,2021,11,40.7,27.44,72.4,0
Madhya Pradesh,2020,8,490.85,18.02,90.9,0
Maharashtra,2020,10,33.03,23.14,47.13,0
Maharashtra,2021,3,15.29,20.71,94.11,0
Uttar Pradesh,2020,9,326.09,20.54,36.95,0
Punjab,2020,7,487.78,36.8,46.7,0
Maharashtra,2021,4,12.93,22.91,33.67,0
Punjab,2024,5,24.48,27.49,44.94,0
Karnataka,2023,5,82.23,23.58,91.13,0
Uttar Pradesh,2022,10,136.83,30.47,53.04,0
Uttar Pradesh,2023,2,63.36,27.06,77.29,0
Punjab,2024,12,73.23,36.85,91.37,0
Karnataka,2021,1,57.03,30.34,36.18,0
Maharashtra,2022,12,38.07,27.1,43.4,0
Karnataka,2022,7,550.62,21.48,59.62,0
Uttar Pradesh,2023,11,94.8,33.22,54.9,0
Maharashtra,2020,11,131.67,30.5,58.57,0
Madhya Pradesh,2022,3,19.41,28.22,83.35,0
Uttar Pradesh,2023,7,445.82,36.31,62.11,0
Uttar Pradesh,2022,9,247.38,18.3,49.71,0
Madhya Pradesh,2022,4,107.72,35.39,49.22,0
Maharashtra,2024,1,79.39,27.26,56.68,0
Uttar Pradesh,2024,4,42.39,21.0,42.78,0
Karnataka,2024,11,17.75,22.36,30.6,0
